games_id,na_sales_in_millions,pal_sales_in_millions,jp_sales_in_millions,other_sales_in_millions,global_sales_in_millions,total_shipped_in_millions
32648,,,0.02,,0.02,
32649,,,0.01,,0.01,
32650,,,0.01,,0.01,
32651,0.06,0.01,0.06,0.02,0.15,
32652,,,0.06,,0.06,
32653,0.04,0.01,0.07,0.02,0.13,
32654,0.01,0.0,0.04,0.01,0.06,
32655,0.02,0.01,0.02,0.01,0.06,
32656,,,0.04,,0.04,
32657,,,0.01,,0.01,
32658,,,0.03,,0.03,
32659,,,0.03,,0.03,
32660,,,0.03,,0.03,
32661,,,0.03,,0.03,
32662,,,0.03,,0.03,
32663,,,0.02,,0.02,
32664,,,0.02,,0.02,
32665,,,0.02,,0.02,
32666,,,0.02,,0.02,
32667,,,0.02,,0.02,
32668,,,0.02,,0.02,
32669,,,0.02,,0.02,
32670,,,0.02,,0.02,
32671,,,0.01,,0.01,
32672,,,0.01,,0.01,
32673,,,0.01,,0.01,
32674,,,0.01,,0.01,
32675,,,0.01,,0.01,
32676,,,0.01,,0.01,
32677,,,0.01,,0.01,
32678,,,0.0,,0.0,
32679,,,0.01,,0.01,
32680,0.05,,0.07,0.02,0.14,
32681,,,0.04,,0.04,
32682,,,0.03,,0.03,
32683,,,0.02,,0.02,
32684,,,0.02,,0.02,
32685,,,0.01,,0.01,
32686,,,0.01,,0.01,
32687,0.02,0.0,,0.01,0.03,
32688,,,0.01,,0.01,
32689,,,0.02,,0.02,
32690,,,0.02,,0.02,
32691,,,0.01,,0.01,
32692,,,,,,
32693,,,,,,
32694,,,0.04,,0.04,
32695,,,0.01,,0.01,
32696,,,0.01,,0.01,
32697,,,0.05,,0.05,
32698,,,0.04,,0.04,
32699,,,0.01,,0.01,
32700,,,0.01,,0.01,
32701,,,,,,0.13
32702,,,,,,
32703,,,,,,
32704,,,,,,
32705,,,,,,
32706,,,,,,
32707,,,0.02,,0.02,
32708,,,,,,
32709,,,,,,
32710,,,,,,
32711,,,,,,
32712,,,,,,
32713,,,,,,
32714,,,0.07,,0.07,
32715,,,0.05,,0.05,
32716,,,0.04,,0.04,
32717,,,0.02,,0.02,
32718,,,0.01,,0.01,
32719,,,0.0,,0.0,
32720,,,0.0,,0.0,
32721,,,0.0,,0.0,
32722,,,,,,
32723,,,,,,
32724,,,,,,
32725,,,,,,
32726,,,0.01,,0.01,
32727,,,0.0,,0.0,
32728,,,0.01,,0.01,
32729,,,0.01,,0.01,
32730,,,0.0,,0.0,
32731,,,0.0,,0.0,
32732,,,,,,
32733,,,,,,
32734,,,,,,
32735,,,,,,
32736,,,,,,
32737,,,,,,
32738,,,,,,
32739,,,,,,
32740,,,,,,1.0
32741,,,,,,
32742,,,,,,
32743,,,,,,0.1
32744,,,,,,
32745,,,,,,
32746,,,,,,
32747,,,,,,
32748,,,,,,
32749,,,,,,
32750,,,,,,
32751,,,,,,
32752,,,,,,
32753,,,,,,
32754,,,,,,
32755,,,,,,
32756,,,,,,
32757,,,,,,
32758,,,,,,
32759,,,,,,
32760,,,,,,
32761,,,,,,
32762,,,,,,
32763,,,,,,
32764,,,,,,
32765,,,,,,
32766,,,,,,
32767,,,,,,
32768,,,,,,
32769,,,,,,
32770,,,,,,
32771,,,,,,
32772,,,,,,
32773,,,,,,
32774,,,,,,
32775,,,,,,
32776,,,,,,
32777,,,,,,
32778,,,,,,0.12
32779,,,,,,
32780,,,,,,
32781,,,,,,
32782,,,,,,
32783,,,,,,
32784,0.02,,,0.0,0.02,
32785,,,,,,0.25
32786,0.02,,,0.0,0.02,
32787,,,,,,
32788,,,,,,
32789,,,0.01,,0.01,
32790,,,0.01,,0.01,
32791,,,0.02,,0.02,
32792,,,0.02,,0.02,
32793,,,0.03,,0.03,
32794,,,0.02,,0.02,
32795,,,,,,
32796,,,,,,
32797,,,0.02,,0.02,
32798,,,0.01,,0.01,
32799,,,0.04,,0.04,
32800,,,0.05,,0.05,
32801,,,,,,
32802,,,0.07,,0.07,
32803,,,0.03,,0.03,
32804,,,0.0,,0.0,
32805,,,0.04,,0.04,
32806,,,0.02,,0.02,
32807,,,0.08,,0.08,
32808,,,0.06,,0.06,
32809,,,0.07,,0.07,
32810,,,0.01,,0.01,
32811,,,0.09,,0.09,
32812,,,0.04,,0.04,
32813,,,0.02,,0.02,
32814,,,0.0,,0.0,
32815,,,0.09,,0.09,
32816,,,0.08,,0.08,
32817,,,0.06,,0.06,
32818,,,0.03,,0.03,
32819,,,0.02,,0.02,
32820,,,0.07,,0.07,
32821,,,0.01,,0.01,
32822,,,0.02,,0.02,
32823,,,0.05,,0.05,
32824,,,0.05,,0.05,
32825,,,0.04,,0.04,
32826,,,0.03,,0.03,
32827,,,,,,
32828,,,0.01,,0.01,
32829,,,0.0,,0.0,
32830,,,0.0,,0.0,
32831,,,,,,
32832,,,,,,
32833,,,,,,
32834,,,,,,
32835,,,,,,
32836,,,,,,
32837,,,,,,
32838,,,,,,
32839,,,,,,
32840,,,,,,
32841,,,,,,
32842,,,,,,
32843,,,,,,
32844,0.02,,,0.0,0.02,
32845,,,,,,
32846,,,,,,
32847,,,,,,
32848,,,,,,
32849,,,,,,
32850,,,,,,
32851,,,,,,
32852,,,,,,
32853,,,,,,
32854,,,,,,
32855,,,,,,
32856,,,,,,
32857,,,,,,
32858,0.07,,0.05,0.02,0.14,
32859,,,,,,
32860,0.04,,,0.0,0.04,
32861,,,,,,
32862,,,,,,
32863,,,,,,
32864,,,,,,
32865,,,,,,
32866,,,,,,
32867,0.03,,,0.01,0.04,
32868,,0.04,,0.01,0.04,
32869,0.06,,,0.01,0.08,
32870,0.03,,,0.01,0.04,
32871,0.01,,,0.0,0.01,
32872,0.02,,,0.01,0.03,
32873,0.05,,,0.01,0.07,
32874,0.02,,,0.01,0.03,
32875,,,,,,
32876,0.02,,,0.0,0.02,
32877,0.03,0.01,0.01,0.0,0.06,
32878,0.08,,,0.01,0.09,
32879,0.02,,,0.0,0.02,
32880,0.04,,,0.01,0.05,
32881,0.0,,,0.0,0.01,
32882,0.02,,,0.0,0.02,
32883,0.03,,,0.0,0.04,
32884,,,,,,
32885,0.1,0.06,,0.03,0.19,
32886,0.06,0.01,,0.01,0.08,
32887,0.1,0.13,,0.03,0.26,
32888,,0.04,,0.01,0.04,
32889,,0.01,,0.0,0.01,
32890,,,,,,
32891,,,,,,
32892,,,,,,
32893,,0.01,,0.0,0.01,
32894,,,,,,
32895,,0.01,,0.0,0.02,
32896,0.01,0.0,,0.0,0.01,
32897,,0.02,,0.0,0.02,
32898,,0.0,,0.0,0.0,
32899,,,,,,
32900,,,,,,
32901,,0.01,,0.0,0.01,
32902,,,,,,
32903,,0.01,,0.0,0.01,
32904,0.03,0.0,,0.0,0.04,
32905,,0.02,,0.0,0.02,
32906,0.0,0.01,,0.0,0.02,
32907,,0.0,,0.0,0.0,
32908,0.0,0.04,,0.01,0.05,
32909,0.07,0.02,,0.01,0.09,
32910,,,,,,
32911,0.06,0.04,,0.01,0.1,
32912,0.2,0.12,,0.03,0.35,
32913,0.15,0.02,0.03,0.01,0.22,
32914,0.06,0.02,,0.01,0.08,
32915,0.11,0.07,,0.02,0.2,
32916,,,,,,
32917,0.03,,,0.01,0.04,
32918,,,,,,
32919,0.29,,,0.02,0.31,
32920,0.13,0.08,,0.03,0.24,
32921,,,,,,
32922,,,,,,
32923,,,0.02,,0.02,
32924,,,,,,
32925,,,,,,
32926,,,,,,
32927,,,,,,
32928,,,,,,
32929,,,,,,
32930,,,,,,
32931,,,,,,
32932,,,,,,
32933,,,,,,
32934,,,,,,
32935,,,0.03,,0.03,
32936,,,,,,
32937,,,,,,
32938,,,,,,
32939,,,,,,
32940,,,,,,
32941,,,,,,
32942,,,,,,
32943,,,0.0,,0.0,
32944,,,,,,
32945,,,,,,
32946,,,,,,
32947,,,,,,
32948,,,,,,
32949,,,0.01,,0.01,
32950,,,0.01,,0.01,
32951,,,0.07,,0.07,
32952,,,,,,
32953,,,,,,
32954,,,,,,
32955,,,,,,
32956,,,,,,
32957,,,,,,
32958,,,,,,
32959,,,,,,
32960,,,,,,
32961,,,,,,
32962,,,,,,
32963,,,,,,
32964,,,,,,
32965,,,,,,
32966,,,,,,
32967,,,,,,
32968,,,,,,
32969,,,,,,
32970,,,,,,
32971,,,,,,
32972,,,,,,
32973,,,,,,
32974,,,,,,
32975,,,,,,
32976,,,,,,
32977,,,,,,
32978,,,,,,
32979,,,,,,
32980,,,,,,
32981,,,,,,
32982,,,,,,
32983,,,,,,
32984,,,,,,
32985,,,,,,
32986,,,,,,
32987,,,,,,
32988,,,,,,
32989,,,,,,
32990,,,,,,
32991,,,,,,
32992,,,,,,
32993,,,,,,
32994,,,,,,
32995,,,,,,
32996,,,0.0,,0.0,
32997,,,0.0,,0.0,
32998,,,0.04,,0.04,
32999,,,,,,
33000,,,,,,
33001,,,,,,
33002,,,,,,
33003,,,,,,
33004,,,,,,
33005,,,,,,
33006,,,,,,
33007,,,,,,
33008,,,,,,
33009,,,,,,
33010,,,,,,
33011,,,,,,
33012,,,,,,
33013,,,,,,
33014,,,0.03,,0.03,
33015,,,0.01,,0.01,
33016,,,,,,
33017,,,,,,
33018,,,,,,
33019,,,,,,
33020,,,,,,
33021,,,,,,
33022,,,,,,
33023,,,,,,
33024,,,,,,
33025,,,,,,
33026,,,,,,
33027,,,,,,
33028,,,,,,
33029,,,,,,
33030,,,,,,
33031,,,,,,
33032,,,,,,
33033,,,,,,
33034,,,,,,
33035,,,,,,
33036,,,,,,
33037,,,,,,
33038,,,,,,
33039,,,,,,
33040,,,,,,
33041,,,,,,
33042,0.02,,0.0,0.01,0.03,
33043,,,,,,
33044,,,,,,
33045,,,,,,
33046,,,,,,
33047,,,,,,
33048,0.07,,,0.01,0.08,
33049,,,0.01,,0.01,
33050,0.09,0.0,,0.02,0.1,
33051,0.05,0.0,,0.0,0.06,
33052,,,0.02,,0.02,
33053,,,,,,
33054,,,,,,
33055,,,,,,
33056,,,,,,
33057,,,,,,
33058,,,,,,
33059,,,,,,
33060,,,,,,
33061,0.01,,,0.0,0.01,
33062,,,,,,
33063,0.01,,,0.0,0.01,
33064,0.05,0.0,,0.0,0.05,
33065,0.06,0.0,,0.01,0.07,
33066,0.02,,,0.0,0.02,
33067,0.02,,,0.0,0.02,
33068,0.02,,,0.0,0.02,
33069,0.02,,,0.0,0.02,
33070,0.06,,,0.01,0.07,
33071,0.04,,,0.0,0.04,
33072,,,,,,
33073,0.07,,,0.0,0.08,
33074,0.15,,,0.01,0.16,
33075,,,,,,
33076,0.02,,,0.0,0.02,
33077,0.04,0.0,,0.0,0.05,
33078,0.02,,,0.0,0.02,
33079,,,,,,
33080,0.12,0.05,0.02,0.02,0.21,
33081,,,,,,
33082,0.1,,0.01,0.01,0.12,
33083,0.02,0.07,,0.02,0.11,
33084,0.04,,,0.0,0.04,
33085,0.04,0.02,,0.0,0.06,
33086,0.06,,,0.0,0.06,
33087,0.05,,,0.0,0.06,
33088,0.06,,,0.0,0.06,
33089,0.09,0.0,,0.01,0.1,
33090,0.03,,,0.0,0.03,
33091,0.17,,,0.01,0.18,
33092,0.12,,,0.01,0.13,
33093,0.06,,,0.01,0.07,
33094,0.01,,,0.0,0.01,
33095,0.16,,,0.01,0.17,
33096,0.0,,,0.0,0.0,
33097,,,,,,
33098,0.31,0.0,,0.02,0.34,
33099,0.24,0.0,,0.02,0.25,
33100,0.12,0.0,,0.01,0.13,
33101,0.06,0.0,,0.0,0.06,
33102,0.05,,,0.0,0.05,
33103,0.03,,,0.0,0.03,
33104,0.01,,,0.0,0.01,
33105,0.01,,,,0.01,
33106,0.01,,,0.0,0.01,
33107,0.0,,,0.0,0.0,
33108,0.13,,,0.01,0.14,
33109,0.01,,,0.0,0.01,
33110,0.02,,,0.0,0.02,
33111,0.01,,,0.0,0.01,
33112,,,,,,
33113,,,,,,
33114,,,,,,
33115,0.02,,,0.0,0.02,
33116,,,,,,
33117,,,,,,
33118,,,,,,
33119,,,,,,
33120,,,,,,
33121,,,,,,
33122,,,,,,
33123,,,,,,
33124,,,,,,
33125,,,,,,
33126,,,0.01,,0.01,
33127,0.04,,0.03,0.01,0.08,
33128,,,,,,
33129,,,,,,
33130,,,,,,
33131,,,,,,
33132,,,0.02,,0.02,
33133,,,0.01,,0.01,
33134,,,0.01,,0.01,
33135,,,,,,
33136,,,,,,
33137,,,0.02,,0.02,
33138,0.15,,0.14,0.03,0.32,
33139,,,0.04,,0.04,
33140,,,,,,
33141,,,,,,
33142,,,0.01,,0.01,
33143,,,0.01,,0.01,
33144,,,0.0,,0.0,
33145,,,0.01,,0.01,
33146,,,0.0,,0.0,
33147,,,,,,
33148,,,,,,
33149,,,,,,
33150,,,,,,
33151,,,0.01,,0.01,
33152,,,,,,
33153,0.04,0.01,0.01,0.01,0.07,
33154,,,,,,
33155,,,,,,
33156,,,,,,
33157,,,0.01,,0.01,
33158,,,,,,
33159,,,,,,
33160,,,,,,
33161,,,,,,
33162,,,,,,
33163,,,,,,
33164,,,,,,
33165,,,,,,
33166,,,,,,
33167,,,0.01,,0.01,
33168,,,,,,
33169,,,0.01,,0.01,
33170,,,,,,
33171,,,0.02,,0.02,
33172,,,,,,
33173,,,,,,
33174,,,,,,
33175,,,,,,
33176,,,,,,
33177,,,,,,
33178,,,,,,
33179,,,,,,
33180,,,,,,
33181,,,,,,
33182,,,,,,
33183,,,0.03,,0.03,
33184,,,,,,
33185,,,,,,
33186,,,0.03,,0.03,
33187,,,0.02,,0.02,
33188,,,,,,
33189,,,,,,
33190,,,,,,
33191,,,0.01,,0.01,
33192,,,,,,
33193,,,,,,
33194,,,,,,
33195,,,0.04,,0.04,
33196,,,0.02,,0.02,
33197,,,0.0,,0.0,
33198,,,0.01,,0.01,
33199,,,,,,
33200,0.04,,0.03,0.01,0.08,
33201,,0.02,,0.01,0.03,
33202,,,,,,
33203,,,,,,
33204,,,,,,
33205,,,,,,
33206,,,0.01,,0.01,
33207,,,,,,
33208,,,,,,
33209,,,,,,
33210,,,,,,0.14
33211,,,,,,0.12
33212,,,,,,
33213,,,,,,
33214,,,,,,
33215,,,,,,
33216,,,,,,
33217,,,,,,
33218,,,,,,
33219,,,0.01,,0.01,
33220,,,,,,
33221,,,,,,
33222,,,,,,
33223,,,,,,
33224,,,,,,
33225,0.06,0.01,,0.01,0.08,
33226,,,0.03,,0.03,
33227,,,0.02,,0.02,
33228,,,0.01,,0.01,
33229,,,,,,
33230,,,0.0,,0.0,
33231,,,,,,
33232,,,,,,
33233,,,,,,
33234,,,,,,
33235,,,,,,
33236,,,,,,
33237,,,,,,
33238,,,,,,
33239,,,,,,
33240,,,,,,
33241,,,,,,
33242,,,,,,
33243,,,,,,
33244,,,,,,
33245,,,,,,
33246,,,,,,
33247,,,,,,
33248,,,,,,
33249,,,,,,
33250,,,,,,
33251,,,,,,
33252,,,,,,
33253,,,,,,
33254,,,,,,
33255,,,,,,
33256,,,,,,
33257,,,,,,
33258,,,,,,
33259,,,,,,
33260,0.02,,,0.0,0.03,
33261,,,,,,
33262,0.02,,,0.0,0.02,
33263,,,0.01,,0.01,
33264,,,0.01,,0.01,
33265,,,0.02,,0.02,
33266,,,,,,
33267,,,,,,
33268,,,,,,
33269,,,,,,
33270,,,0.03,,0.03,
33271,,,0.03,,0.03,
33272,,,0.01,,0.01,
33273,,,0.04,,0.04,
33274,,,,,,
33275,,,,,,
33276,,,0.01,,0.01,
33277,,,,,,
33278,,,,,,
33279,0.02,,,0.0,0.02,
33280,,,,,,
33281,,0.03,,0.01,0.04,
33282,0.01,,,0.0,0.01,
33283,,,,,,
33284,,,,,,
33285,,,,,,
33286,0.01,,,0.0,0.01,
33287,,,,,,
33288,,0.06,,0.0,0.06,
33289,,0.02,,0.0,0.02,
33290,,0.01,,0.0,0.01,
33291,,,,,,
33292,,,,,,
33293,0.1,0.03,0.01,0.01,0.15,
33294,0.02,,,0.0,0.02,
33295,,,,,,
33296,0.01,,,0.0,0.01,
33297,0.04,,,0.01,0.05,
33298,,0.03,,0.0,0.04,
33299,,,,,,
33300,0.02,0.02,,0.0,0.04,
33301,,,,,,
33302,,,,,,
33303,,,,,,
33304,,,,,,
33305,,,,,,
33306,,,,,,
33307,,,,,,
33308,,,,,,
33309,,,,,,
33310,,,,,,
33311,,,,,,
33312,,,,,,
33313,,0.02,,0.0,0.02,
33314,,,,,,
33315,,,,,,
33316,,,,,,
33317,,,,,,
33318,,,,,,
33319,0.02,,,0.0,0.02,
33320,,,,,,
33321,0.02,,,0.0,0.02,
33322,,,,,,
33323,,,,,,
33324,0.02,,,0.0,0.02,
33325,,,,,,
33326,,,,,,
33327,0.01,0.0,,0.0,0.01,
33328,,,,,,
33329,,,,,,
33330,,,,,,
33331,0.01,,,0.0,0.01,
33332,0.01,,,0.0,0.01,
33333,0.01,,,0.0,0.02,
33334,0.02,,,0.0,0.02,
33335,,,,,,
33336,,0.0,,0.0,0.0,
33337,,0.01,,0.0,0.01,
33338,0.01,,,0.0,0.01,
33339,,0.0,,,0.0,
33340,,0.04,,0.01,0.04,
33341,,0.04,,0.01,0.05,
33342,,0.0,0.02,0.0,0.02,
33343,,0.0,,0.0,0.0,
33344,,0.05,,0.01,0.05,
33345,,0.02,,0.0,0.02,
33346,,0.0,,0.0,0.0,
33347,,,,,,
33348,,0.0,,0.0,0.0,
33349,,0.0,,,0.0,
33350,,,,,,
33351,,,,,,
33352,,,,,,
33353,,,,,,0.01
33354,,,,,,9.02
33355,,,,,,
33356,,,,,,
33357,,,,,,
33358,,,,,,
33359,,,,,,
33360,,,,,,
33361,,,,,,
33362,,,,,,
33363,,,,,,
33364,,,,,,
33365,,,,,,
33366,,,0.0,,0.0,
33367,,,,,,
33368,,,0.01,,0.01,
33369,,,,,,
33370,,,0.01,,0.01,
33371,,,,,,
33372,,,0.01,,0.01,
33373,,,0.02,,0.02,
33374,,,0.01,,0.01,
33375,,,0.01,,0.01,
33376,,,0.01,,0.01,
33377,,,0.01,,0.01,
33378,,,0.01,,0.01,
33379,,,,,,
33380,,,0.04,,0.04,
33381,,,0.02,,0.02,
33382,,,0.02,,0.02,
33383,,,,,,
33384,,,,,,
33385,,,0.01,,0.01,
33386,,,0.01,,0.01,
33387,,,0.0,,0.0,
33388,,,0.0,,0.0,
33389,,,0.01,,0.01,
33390,,,0.07,,0.07,
33391,,,0.01,,0.01,
33392,,,0.02,,0.02,
33393,,,,,,
33394,,,0.01,,0.01,
33395,,,0.01,,0.01,
33396,,,0.01,,0.01,
33397,,,0.01,,0.01,
33398,,,0.01,,0.01,
33399,,,0.01,,0.01,
33400,,,,,,
33401,,,,,,
33402,,,,,,
33403,,,,,,
33404,,,0.11,,0.11,
33405,,,0.06,,0.06,
33406,,,0.02,,0.02,
33407,,,0.03,,0.03,
33408,,,0.01,,0.01,
33409,,,,,,
33410,0.01,0.02,0.02,0.01,0.06,
33411,,,0.03,,0.03,
33412,,,0.02,,0.02,
33413,,,0.02,,0.02,
33414,,,,,,
33415,,,0.03,,0.03,
33416,,,0.01,,0.01,
33417,,,0.01,,0.01,
33418,,,0.01,,0.01,
33419,,,0.01,,0.01,
33420,,,0.01,,0.01,
33421,,,0.01,,0.01,
33422,,,0.01,,0.01,
33423,,,0.01,,0.01,
33424,,,0.01,,0.01,
33425,,,0.01,,0.01,
33426,,,0.01,,0.01,
33427,,,0.01,,0.01,
33428,,,0.0,,0.0,
33429,,,,,,
33430,,,,,,
33431,,,0.02,,0.02,
33432,,,0.01,,0.01,
33433,,,,,,
33434,,,0.02,,0.02,
33435,,,0.02,,0.02,
33436,,,0.04,,0.04,
33437,,,,,,
33438,,,,,,
33439,,,,,,
33440,,,0.04,,0.04,
33441,,,,,,
33442,,,0.06,,0.06,
33443,,,0.02,,0.02,
33444,,,0.02,,0.02,
33445,,,0.0,,0.0,
33446,,,,,,
33447,,,,,,
33448,,,,,,
33449,,,,,,
33450,,,,,,
33451,,,0.05,,0.05,
33452,,,0.02,,0.02,
33453,,,0.02,,0.02,
33454,,,0.02,,0.02,
33455,,,0.01,,0.01,
33456,,,0.03,,0.03,
33457,,,0.03,,0.03,
33458,,,0.02,,0.02,
33459,,,0.02,,0.02,
33460,,,0.01,,0.01,
33461,,,0.01,,0.01,
33462,,,0.01,,0.01,
33463,,,,,,
33464,,,,,,
33465,,,0.03,,0.03,
33466,,,0.02,,0.02,
33467,,,,,,
33468,,,0.01,,0.01,
33469,,,0.02,,0.02,
33470,,,0.02,,0.02,
33471,0.04,0.04,,0.02,0.1,
33472,,,0.04,,0.04,
33473,,,0.02,,0.02,
33474,,,0.02,,0.02,
33475,,,0.01,,0.01,
33476,,,0.01,,0.01,
33477,,,,,,
33478,,,,,,
33479,,,,,,
33480,,,0.01,,0.01,
33481,,,0.01,,0.01,
33482,,,0.0,,0.0,
33483,,,,,,
33484,,,0.02,,0.02,
33485,,,,,,
33486,,,0.02,,0.02,
33487,,,,,,
33488,,,0.01,,0.01,
33489,,,0.01,,0.01,
33490,,,0.01,,0.01,
33491,,,0.02,,0.02,
33492,,,0.01,,0.01,
33493,,,0.0,,0.0,
33494,,,0.0,,0.0,
33495,,,0.02,,0.02,
33496,,,0.02,,0.02,
33497,,,0.02,,0.02,
33498,,,0.02,,0.02,
33499,,,0.0,,0.0,
33500,,,,,,
33501,,,,,,
33502,,,,,,
33503,,,0.04,,0.04,
33504,,,0.02,,0.02,
33505,,,0.03,,0.03,
33506,,,,,,
33507,,,0.02,,0.02,
33508,,,0.02,,0.02,
33509,,,0.02,,0.02,
33510,,,0.01,,0.01,
33511,,,,,,
33512,,,0.08,,0.08,
33513,,,0.06,,0.06,
33514,,,0.01,,0.01,
33515,,,,,,
33516,,,0.02,,0.02,
33517,,,,,,
33518,,,0.0,,0.0,
33519,,,0.0,,0.0,
33520,,,0.0,,0.0,
33521,,,0.0,,0.0,
33522,0.04,,,0.01,0.05,
33523,,0.0,,0.0,0.0,
33524,,0.04,,0.0,0.04,
33525,,,,,,
33526,0.04,,,0.01,0.05,
33527,,,,,,
33528,,,,,,
33529,,,,,,
33530,,,,,,
33531,,0.0,,0.0,0.0,
33532,,,,,,
33533,,,,,,
33534,,,,,,
33535,,,,,,
33536,,,,,,
33537,,,,,,
33538,,,,,,
33539,,,,,,
33540,,,,,,
33541,,,,,,
33542,,,,,,
33543,,,,,,
33544,,,,,,
33545,,,,,,
33546,,,,,,
33547,,,,,,
33548,,,,,,
33549,,,,,,
33550,,,,,,
33551,,,,,,
33552,,,,,,
33553,,,,,,0.2
33554,,,,,,
33555,,,,,,
33556,,,,,,0.15
33557,,,,,,
33558,,,,,,
33559,,,,,,
33560,,,,,,
33561,,,,,,
33562,,,,,,
33563,,,,,,
33564,,,,,,
33565,,,,,,
33566,,,,,,
33567,,,,,,
33568,,,,,,
33569,,,,,,
33570,,,,,,
33571,,,,,,
33572,,,,,,
33573,,,,,,
33574,,,,,,
33575,,,,,,
33576,,,,,,
33577,,,,,,
33578,,,,,,
33579,,,,,,
33580,,,,,,
33581,,,,,,
33582,,,,,,
33583,,,,,,
33584,,,,,,
33585,,,,,,
33586,,,,,,
33587,,,,,,
33588,,,,,,
33589,,,,,,
33590,,,,,,
33591,,,,,,
33592,,,,,,
33593,,,,,,0.4
33594,,,,,,
33595,0.1,0.08,,0.03,0.21,
33596,,,,,,
33597,,,,,,
33598,0.06,0.06,,0.01,0.13,
33599,,,,,,
33600,,,,,,
33601,,0.02,,0.0,0.02,
33602,,,,,,
33603,0.08,0.02,,0.0,0.1,
33604,,,,,,
33605,,,,,,
33606,,,,,,
33607,,,,,,
33608,,,,,,
33609,,,,,,
33610,,,,,,
33611,,,,,,
33612,,,,,,
33613,,,,,,
33614,,,,,,
33615,,,,,,
33616,,,,,,
33617,,,,,,
33618,,,,,,
33619,,,,,,
33620,,,,,,
33621,,,,,,
33622,,,,,,1.0
33623,,,,,,
33624,,,,,,
33625,,,,,,
33626,,,,,,
33627,,,,,,
33628,,,,,,
33629,,,,,,
33630,,,,,,
33631,,,,,,
33632,,,,,,
33633,,,,,,
33634,,,,,,
33635,,,,,,
33636,,,,,,
33637,,,,,,
33638,,,,,,
33639,,,,,,
33640,,,,,,
33641,,,,,,
33642,,,,,,
33643,,,,,,
33644,,,,,,
33645,,,,,,
33646,,,,,,
33647,,,,,,
33648,,,,,,
33649,,,,,,
33650,,,,,,
33651,,,,,,
33652,,,,,,
33653,0.06,0.07,,0.03,0.16,
33654,0.0,0.01,,0.0,0.01,
33655,,0.01,,0.0,0.01,
33656,,,,,,
33657,,,,,,
33658,,,,,,
33659,,,,,,
33660,,,,,,
33661,,,,,,
33662,,,,,,
33663,,,,,,0.14
33664,,,,,,
33665,,,,,,2.48
33666,,,,,,
33667,,,,,,
33668,,,,,,
33669,,,,,,
33670,,,,,,
33671,,,,,,
33672,,,,,,
33673,,,,,,
33674,,,,,,
33675,,,,,,
33676,,,,,,
33677,,,,,,0.12
33678,,,,,,
33679,,,,,,
33680,,,,,,
33681,,,,,,
33682,,,,,,
33683,,,,,,
33684,,,,,,
33685,,,,,,
33686,,,,,,
33687,,,,,,
33688,,,,,,
33689,,,,,,
33690,,,,,,
33691,,,,,,
33692,,,,,,
33693,,,,,,0.11
33694,,,,,,
33695,,,,,,
33696,,,,,,
33697,,,,,,
33698,,,,,,
33699,,,,,,
33700,,,,,,
33701,,,,,,
33702,,,,,,
33703,0.02,,,0.01,0.03,
33704,0.03,,,0.01,0.04,
33705,0.03,,0.05,0.01,0.09,
33706,,,,,,0.16
33707,0.02,,0.07,0.01,0.09,
33708,,,,,,
33709,0.14,0.25,,0.08,0.47,
33710,0.06,0.1,,0.03,0.19,
33711,,,,,,
33712,,,,,,
33713,,,,,,
33714,,,,,,2.0
33715,,,,,,0.48
33716,,,,,,
33717,,,,,,
33718,,,,,,
33719,0.15,0.09,,0.02,0.26,
33720,0.07,,,0.01,0.08,
33721,,,,,,
33722,,,,,,
33723,,,,,,
33724,,,,,,
33725,,,,,,
33726,,,,,,
33727,,,,,,
33728,,,,,,
33729,,,,,,
33730,,,,,,
33731,,,,,,
33732,,,,,,
33733,,,,,,
33734,,,,,,
33735,,,,,,
33736,,,,,,
33737,,,,,,
33738,,,,,,
33739,,,,,,0.14
33740,,,,,,0.13
33741,,,,,,
33742,,,,,,
33743,,,,,,
33744,,,,,,
33745,,,,,,
33746,,,,,,
33747,,,,,,
33748,,,,,,
33749,,,,,,
33750,,,,,,
33751,,,,,,
33752,,,,,,
33753,,,,,,
33754,,,,,,
33755,,,,,,
33756,,,,,,
33757,,,,,,
33758,,,,,,
33759,,,,,,
33760,,,,,,
33761,,,,,,
33762,,,,,,1.48
33763,,,,,,
33764,,,,,,
33765,,,,,,
33766,,,,,,
33767,,,,,,
33768,,,,,,
33769,,,,,,
33770,,,,,,
33771,,,,,,
33772,,,,,,
33773,,,,,,
33774,,,,,,
33775,0.43,0.65,,0.21,1.29,
33776,,,,,,
33777,0.13,0.1,,0.03,0.26,
33778,,,,,,
33779,0.06,0.05,,0.02,0.13,
33780,0.13,0.1,,0.04,0.27,
33781,,0.01,,0.0,0.01,
33782,0.24,0.23,,0.09,0.56,
33783,0.18,,,0.02,0.2,
33784,,,,,,
33785,0.09,,,0.02,0.12,
33786,,,,,,
33787,0.14,,,0.01,0.15,
33788,,,0.02,,0.02,
33789,,,,,,
33790,,,,,,
33791,,,,,,
33792,,,,,,
33793,,0.0,,0.0,0.0,
33794,,,,,,
33795,,0.01,,0.0,0.01,
33796,0.01,0.21,,0.04,0.25,
33797,,0.0,,,0.0,
33798,,,,,,
33799,,,,,,
33800,,,,,,
33801,,,,,,
33802,,,,,,
33803,0.04,,,0.0,0.04,
33804,,0.0,,0.0,0.0,
33805,,,,,,
